word1,word2,word3,true_word,section,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,candidate_7,candidate_8,candidate_9,candidate_10,freq_subset,rcond,measure,overall_accuracy
scottsdale,arizona,tallahassee,florida,city-in-state,im,Arizona,......,thats,.....,dont,lol,i,Full_Story,cant,10000,0.001,naive_cosine,0.017985611510791366
scottsdale,arizona,worcester,massachusetts,city-in-state,im,......,thats,dont,lol,.....,i,cant,viagra,Full_Story,10000,0.001,naive_cosine,0.017985611510791366
scottsdale,arizona,chicago,illinois,city-in-state,im,thats,dont,......,lol,.....,i,cant,ur,uh,10000,0.001,naive_cosine,0.017985611510791366
scottsdale,arizona,houston,texas,city-in-state,thats,im,......,lol,i,.....,dont,cant,ur,uh,10000,0.001,naive_cosine,0.017985611510791366
scottsdale,arizona,philadelphia,pennsylvania,city-in-state,im,.....,i,dont,thats,......,lol,viagra,Full_Story,cant,10000,0.001,naive_cosine,0.017985611510791366
scottsdale,arizona,dallas,texas,city-in-state,thats,im,lol,dont,......,.....,cant,i,ur,uh,10000,0.001,naive_cosine,0.017985611510791366
scottsdale,arizona,jacksonville,florida,city-in-state,......,im,thats,.....,dont,lol,com,cant,i,www,10000,0.001,naive_cosine,0.017985611510791366
scottsdale,arizona,indianapolis,indiana,city-in-state,im,thats,lol,dont,tv,Arizona,......,.....,i,cant,10000,0.001,naive_cosine,0.017985611510791366
scottsdale,arizona,austin,texas,city-in-state,im,dont,thats,lol,i,......,.....,cant,ur,alot,10000,0.001,naive_cosine,0.017985611510791366
scottsdale,arizona,detroit,michigan,city-in-state,thats,im,dont,......,.....,lol,i,cant,ur,ya,10000,0.001,naive_cosine,0.017985611510791366
scottsdale,arizona,memphis,tennessee,city-in-state,thats,im,lol,.....,dont,......,i,cant,alot,anyways,10000,0.001,naive_cosine,0.017985611510791366
scottsdale,arizona,boston,massachusetts,city-in-state,im,......,lol,thats,dont,.....,i,cant,w,ur,10000,0.001,naive_cosine,0.017985611510791366
scottsdale,arizona,seattle,washington,city-in-state,im,thats,......,lol,dont,i,.....,cant,ur,alot,10000,0.001,naive_cosine,0.017985611510791366
scottsdale,arizona,denver,colorado,city-in-state,thats,lol,im,dont,......,.....,cant,i,alot,ya,10000,0.001,naive_cosine,0.017985611510791366
scottsdale,arizona,baltimore,maryland,city-in-state,im,thats,dont,lol,i,......,.....,cant,tv,ur,10000,0.001,naive_cosine,0.017985611510791366
scottsdale,arizona,nashville,tennessee,city-in-state,im,thats,......,dont,lol,.....,i,cant,tv,ur,10000,0.001,naive_cosine,0.017985611510791366
scottsdale,arizona,louisville,kentucky,city-in-state,thats,dont,.....,lol,......,im,cant,i,.......,alot,10000,0.001,naive_cosine,0.017985611510791366
scottsdale,arizona,milwaukee,wisconsin,city-in-state,dont,lol,im,thats,......,.....,cant,i,ya,uh,10000,0.001,naive_cosine,0.017985611510791366
scottsdale,arizona,portland,oregon,city-in-state,thats,dont,im,lol,.....,......,i,cant,ya,.......,10000,0.001,naive_cosine,0.017985611510791366
scottsdale,arizona,fresno,california,city-in-state,im,lol,thats,dont,......,.....,i,cant,com,Arizona,10000,0.001,naive_cosine,0.017985611510791366
scottsdale,arizona,sacramento,california,city-in-state,im,thats,dont,......,i,lol,.....,cant,Arizona,Full_Story,10000,0.001,naive_cosine,0.017985611510791366
scottsdale,arizona,atlanta,georgia,city-in-state,im,thats,dont,lol,.....,......,i,cant,ur,ya,10000,0.001,naive_cosine,0.017985611510791366
scottsdale,arizona,omaha,nebraska,city-in-state,thats,dont,lol,.....,im,......,cant,i,alot,Thats,10000,0.001,naive_cosine,0.017985611510791366
irving,texas,fremont,california,city-in-state,Texas,dont,thats,i,......,.....,cant,im,uh,id,10000,0.001,naive_cosine,0.017985611510791366
irving,texas,irvine,california,city-in-state,thats,im,dont,......,Texas,i,.....,ur,cant,lol,10000,0.001,naive_cosine,0.017985611510791366
irving,texas,tacoma,washington,city-in-state,thats,dont,cant,......,im,.....,i,Texas,lol,id,10000,0.001,naive_cosine,0.017985611510791366
irving,texas,tallahassee,florida,city-in-state,Texas,thats,TX,dont,......,Panhandle,Louisiana,Lubbock,im,.....,10000,0.001,naive_cosine,0.017985611510791366
irving,texas,worcester,massachusetts,city-in-state,thats,dont,im,......,Texas,i,cant,.....,lol,id,10000,0.001,naive_cosine,0.017985611510791366
irving,texas,chicago,illinois,city-in-state,thats,dont,im,ur,......,.....,uh,lol,i,cant,10000,0.001,naive_cosine,0.017985611510791366
irving,texas,philadelphia,pennsylvania,city-in-state,im,dont,i,.....,thats,......,lol,ur,uh,cant,10000,0.001,naive_cosine,0.017985611510791366
irving,texas,phoenix,arizona,city-in-state,id,thats,Texas,Nacogdoches,i,god,......,cant,dragon,ur,10000,0.001,naive_cosine,0.017985611510791366
irving,texas,jacksonville,florida,city-in-state,thats,Texas,......,dont,.....,im,uh,ur,cant,i,10000,0.001,naive_cosine,0.017985611510791366
irving,texas,indianapolis,indiana,city-in-state,thats,Texas,dont,im,i,ur,lol,.....,cant,......,10000,0.001,naive_cosine,0.017985611510791366
irving,texas,detroit,michigan,city-in-state,thats,dont,ur,i,......,.....,im,lol,cant,uh,10000,0.001,naive_cosine,0.017985611510791366
irving,texas,memphis,tennessee,city-in-state,thats,dont,.....,lol,im,cant,i,ur,......,alot,10000,0.001,naive_cosine,0.017985611510791366
irving,texas,boston,massachusetts,city-in-state,im,thats,dont,......,i,.....,lol,ur,cant,uh,10000,0.001,naive_cosine,0.017985611510791366
irving,texas,seattle,washington,city-in-state,im,thats,dont,i,......,lol,ur,.....,cant,:),10000,0.001,naive_cosine,0.017985611510791366
irving,texas,denver,colorado,city-in-state,thats,dont,lol,im,cant,......,i,.....,ur,alot,10000,0.001,naive_cosine,0.017985611510791366
irving,texas,baltimore,maryland,city-in-state,thats,im,dont,i,.....,ur,lol,......,cant,uh,10000,0.001,naive_cosine,0.017985611510791366
irving,texas,nashville,tennessee,city-in-state,thats,dont,ur,......,im,.....,i,cant,lol,Texas,10000,0.001,naive_cosine,0.017985611510791366
irving,texas,louisville,kentucky,city-in-state,thats,dont,.....,......,lol,Texas,cant,ur,im,alot,10000,0.001,naive_cosine,0.017985611510791366
irving,texas,milwaukee,wisconsin,city-in-state,dont,thats,lol,......,cant,.....,ur,im,uh,i,10000,0.001,naive_cosine,0.017985611510791366
irving,texas,portland,oregon,city-in-state,thats,dont,.....,......,lol,im,cant,i,ur,uh,10000,0.001,naive_cosine,0.017985611510791366
irving,texas,tucson,arizona,city-in-state,thats,dont,im,.....,lol,cant,......,ur,i,uh,10000,0.001,naive_cosine,0.017985611510791366
irving,texas,fresno,california,city-in-state,thats,dont,lol,im,Texas,i,......,cant,.....,ur,10000,0.001,naive_cosine,0.017985611510791366
irving,texas,sacramento,california,city-in-state,thats,im,dont,i,......,Texas,.....,cant,id,lol,10000,0.001,naive_cosine,0.017985611510791366
irving,texas,mesa,arizona,city-in-state,canyon,Socorro,Las_Cruces,Mesquite,NM,Rio_Grande,Bexar_County,Rio_Grande_Valley,San_Marcos,Texas,10000,0.001,naive_cosine,0.017985611510791366
irving,texas,atlanta,georgia,city-in-state,thats,im,dont,ur,.....,lol,......,i,cant,uh,10000,0.001,naive_cosine,0.017985611510791366
irving,texas,omaha,nebraska,city-in-state,thats,dont,.....,lol,im,cant,......,ur,i,alot,10000,0.001,naive_cosine,0.017985611510791366
irving,texas,miami,florida,city-in-state,thats,dont,ur,i,.....,......,lol,cant,im,ll,10000,0.001,naive_cosine,0.017985611510791366
fremont,california,tacoma,washington,city-in-state,thats,......,cant,dont,i,lol,im,id,.....,SoCal,10000,0.001,naive_cosine,0.017985611510791366
fremont,california,amarillo,texas,city-in-state,id,......,i,thats,im,y,lol,en,del,cant,10000,0.001,naive_cosine,0.017985611510791366
fremont,california,tallahassee,florida,city-in-state,......,SoCal,thats,id,i,im,cant,ed,California,.....,10000,0.001,naive_cosine,0.017985611510791366
fremont,california,worcester,massachusetts,city-in-state,......,thats,im,i,cant,lol,id,dont,.....,SoCal,10000,0.001,naive_cosine,0.017985611510791366
fremont,california,chicago,illinois,city-in-state,thats,......,im,dont,lol,ur,i,cant,.....,uh,10000,0.001,naive_cosine,0.017985611510791366
fremont,california,houston,texas,city-in-state,......,thats,i,lol,im,.....,dont,ur,cant,sic,10000,0.001,naive_cosine,0.017985611510791366
fremont,california,philadelphia,pennsylvania,city-in-state,im,......,i,thats,.....,lol,dont,cialis,ur,cant,10000,0.001,naive_cosine,0.017985611510791366
fremont,california,phoenix,arizona,city-in-state,id,......,thats,i,ashes,cant,flaming,sic,god,SoCal,10000,0.001,naive_cosine,0.017985611510791366
fremont,california,dallas,texas,city-in-state,thats,lol,......,im,ur,dont,cant,i,.....,uh,10000,0.001,naive_cosine,0.017985611510791366
fremont,california,jacksonville,florida,city-in-state,......,thats,im,lol,cant,i,dont,.....,ur,id,10000,0.001,naive_cosine,0.017985611510791366
fremont,california,indianapolis,indiana,city-in-state,thats,......,tv,im,lol,i,cant,dont,SoCal,ur,10000,0.001,naive_cosine,0.017985611510791366
fremont,california,austin,texas,city-in-state,thats,i,im,......,lol,dont,ur,cant,id,.....,10000,0.001,naive_cosine,0.017985611510791366
fremont,california,detroit,michigan,city-in-state,thats,......,i,dont,im,lol,ur,.....,cant,id,10000,0.001,naive_cosine,0.017985611510791366
fremont,california,memphis,tennessee,city-in-state,thats,lol,......,im,i,cant,.....,dont,ur,id,10000,0.001,naive_cosine,0.017985611510791366
fremont,california,boston,massachusetts,city-in-state,......,im,thats,i,lol,dont,.....,cant,ur,w,10000,0.001,naive_cosine,0.017985611510791366
fremont,california,seattle,washington,city-in-state,im,......,thats,i,lol,dont,ur,cant,.....,wont,10000,0.001,naive_cosine,0.017985611510791366
fremont,california,denver,colorado,city-in-state,thats,......,lol,dont,im,cant,i,.....,ur,id,10000,0.001,naive_cosine,0.017985611510791366
fremont,california,baltimore,maryland,city-in-state,thats,im,......,i,lol,dont,cant,ur,.....,tv,10000,0.001,naive_cosine,0.017985611510791366
fremont,california,nashville,tennessee,city-in-state,......,thats,im,i,ur,tv,cant,lol,dont,.....,10000,0.001,naive_cosine,0.017985611510791366
fremont,california,louisville,kentucky,city-in-state,thats,......,dont,lol,.....,cant,i,im,ur,id,10000,0.001,naive_cosine,0.017985611510791366
fremont,california,milwaukee,wisconsin,city-in-state,......,lol,thats,dont,cant,im,i,ur,.....,tv,10000,0.001,naive_cosine,0.017985611510791366
fremont,california,portland,oregon,city-in-state,thats,......,dont,lol,.....,i,cant,im,id,ur,10000,0.001,naive_cosine,0.017985611510791366
fremont,california,tucson,arizona,city-in-state,thats,......,im,lol,dont,cant,.....,i,tv,ur,10000,0.001,naive_cosine,0.017985611510791366
fremont,california,mesa,arizona,city-in-state,canyon,Pinal_County,Baja_California,Escondido,Michoacan,Tucson,valley,Oaxaca,SoCal,Las_Cruces,10000,0.001,naive_cosine,0.017985611510791366
fremont,california,atlanta,georgia,city-in-state,thats,im,......,lol,ur,dont,i,cant,.....,id,10000,0.001,naive_cosine,0.017985611510791366
fremont,california,omaha,nebraska,city-in-state,thats,dont,lol,......,.....,cant,im,i,ur,alot,10000,0.001,naive_cosine,0.017985611510791366
fremont,california,miami,florida,city-in-state,thats,......,i,dont,lol,ur,cant,.....,im,ll,10000,0.001,naive_cosine,0.017985611510791366
fremont,california,tulsa,oklahoma,city-in-state,thats,......,.....,dont,lol,cant,im,i,ur,tv,10000,0.001,naive_cosine,0.017985611510791366
irvine,california,tacoma,washington,city-in-state,thats,cant,......,i,dont,id,lol,SoCal,California,.....,10000,0.001,naive_cosine,0.017985611510791366
irvine,california,amarillo,texas,city-in-state,id,i,California,......,thats,cant,lol,uh,SoCal,im,10000,0.001,naive_cosine,0.017985611510791366
irvine,california,tallahassee,florida,city-in-state,California,SoCal,......,id,thats,i,cant,sic,dont,.....,10000,0.001,naive_cosine,0.017985611510791366
irvine,california,worcester,massachusetts,city-in-state,......,cant,thats,i,id,lol,dont,im,SoCal,.....,10000,0.001,naive_cosine,0.017985611510791366
irvine,california,chicago,illinois,city-in-state,thats,......,dont,im,i,cant,lol,ur,uh,.....,10000,0.001,naive_cosine,0.017985611510791366
irvine,california,houston,texas,city-in-state,thats,......,i,lol,cant,dont,.....,ur,im,uh,10000,0.001,naive_cosine,0.017985611510791366
irvine,california,philadelphia,pennsylvania,city-in-state,i,......,im,thats,.....,dont,lol,cant,sic,ur,10000,0.001,naive_cosine,0.017985611510791366
irvine,california,phoenix,arizona,city-in-state,id,i,......,thats,cant,god,ashes,flaming,sic,dot_com,10000,0.001,naive_cosine,0.017985611510791366
irvine,california,dallas,texas,city-in-state,thats,lol,......,cant,ur,dont,i,im,uh,.....,10000,0.001,naive_cosine,0.017985611510791366
irvine,california,jacksonville,florida,city-in-state,......,thats,cant,i,dont,lol,id,.....,uh,com,10000,0.001,naive_cosine,0.017985611510791366
irvine,california,indianapolis,indiana,city-in-state,thats,tv,i,cant,......,lol,dont,California,im,id,10000,0.001,naive_cosine,0.017985611510791366
irvine,california,austin,texas,city-in-state,i,thats,dont,lol,......,im,cant,id,ur,ll,10000,0.001,naive_cosine,0.017985611510791366
irvine,california,detroit,michigan,city-in-state,thats,......,i,dont,lol,ur,cant,.....,im,id,10000,0.001,naive_cosine,0.017985611510791366
irvine,california,memphis,tennessee,city-in-state,thats,lol,cant,i,dont,......,.....,im,ur,id,10000,0.001,naive_cosine,0.017985611510791366
irvine,california,boston,massachusetts,city-in-state,......,i,thats,lol,im,cant,dont,.....,ur,w,10000,0.001,naive_cosine,0.017985611510791366
irvine,california,seattle,washington,city-in-state,im,......,i,thats,lol,dont,cant,ur,.....,id,10000,0.001,naive_cosine,0.017985611510791366
irvine,california,denver,colorado,city-in-state,thats,lol,cant,......,dont,i,im,.....,ur,id,10000,0.001,naive_cosine,0.017985611510791366
irvine,california,baltimore,maryland,city-in-state,thats,i,im,......,cant,lol,dont,.....,ur,id,10000,0.001,naive_cosine,0.017985611510791366
irvine,california,nashville,tennessee,city-in-state,......,thats,i,cant,dont,ur,tv,lol,im,.....,10000,0.001,naive_cosine,0.017985611510791366
irvine,california,louisville,kentucky,city-in-state,thats,......,dont,cant,.....,lol,i,id,ur,im,10000,0.001,naive_cosine,0.017985611510791366
irvine,california,milwaukee,wisconsin,city-in-state,lol,dont,......,cant,thats,i,.....,uh,ur,im,10000,0.001,naive_cosine,0.017985611510791366
irvine,california,portland,oregon,city-in-state,thats,......,dont,cant,lol,i,.....,id,im,sic,10000,0.001,naive_cosine,0.017985611510791366
irvine,california,tucson,arizona,city-in-state,thats,cant,......,lol,dont,i,im,.....,sic,tv,10000,0.001,naive_cosine,0.017985611510791366
irvine,california,mesa,arizona,city-in-state,canyon,Pinal_County,valley,Baja_California,Escondido,Tucson,Michoacan,SoCal,California,Las_Cruces,10000,0.001,naive_cosine,0.017985611510791366
irvine,california,atlanta,georgia,city-in-state,thats,im,lol,dont,......,cant,ur,i,.....,id,10000,0.001,naive_cosine,0.017985611510791366
irvine,california,omaha,nebraska,city-in-state,thats,dont,lol,cant,.....,......,i,im,ur,id,10000,0.001,naive_cosine,0.017985611510791366
irvine,california,miami,florida,city-in-state,thats,i,......,dont,lol,cant,ur,.....,im,ll,10000,0.001,naive_cosine,0.017985611510791366
irvine,california,tulsa,oklahoma,city-in-state,thats,dont,......,.....,cant,lol,i,ur,im,tv,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,amarillo,texas,city-in-state,.....,i,im,lol,thats,......,sic,uh,ur,y,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,tallahassee,florida,city-in-state,.....,......,sic,thats,i,im,Washington,lol,ur,ll,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,worcester,massachusetts,city-in-state,.....,......,thats,im,lol,i,sic,dont,ll,u,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,chicago,illinois,city-in-state,.....,thats,im,......,ur,lol,dont,i,sic,uh,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,houston,texas,city-in-state,.....,thats,......,i,lol,im,ur,sic,dont,ll,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,philadelphia,pennsylvania,city-in-state,.....,i,im,......,thats,lol,sic,ll,dont,ur,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,phoenix,arizona,city-in-state,.....,sic,thats,i,......,ll,id,ur,cant,uh,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,dallas,texas,city-in-state,thats,.....,lol,ur,......,im,i,dont,uh,ll,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,jacksonville,florida,city-in-state,.....,......,thats,lol,im,i,dont,ur,ll,uh,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,indianapolis,indiana,city-in-state,.....,thats,im,lol,i,ll,......,ur,dont,Washington,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,austin,texas,city-in-state,i,thats,.....,im,lol,dont,......,ur,ll,sic,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,detroit,michigan,city-in-state,.....,thats,......,i,dont,lol,ur,im,ll,BTW,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,memphis,tennessee,city-in-state,.....,thats,lol,im,i,......,dont,ur,cant,sic,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,boston,massachusetts,city-in-state,.....,......,im,lol,i,thats,dont,ur,BTW,u,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,denver,colorado,city-in-state,thats,.....,lol,......,dont,im,i,cant,ur,BTW,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,baltimore,maryland,city-in-state,.....,thats,im,i,lol,......,sic,dont,ur,ll,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,nashville,tennessee,city-in-state,.....,thats,......,ur,im,i,lol,sic,dont,ll,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,louisville,kentucky,city-in-state,.....,thats,......,lol,dont,i,im,ur,sic,ll,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,milwaukee,wisconsin,city-in-state,.....,lol,......,thats,dont,im,i,ur,cant,uh,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,portland,oregon,city-in-state,.....,thats,......,lol,dont,i,im,sic,ll,cant,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,tucson,arizona,city-in-state,.....,thats,lol,im,......,sic,dont,i,ur,cant,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,fresno,california,city-in-state,.....,lol,thats,......,im,i,dont,sic,ur,BTW,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,sacramento,california,city-in-state,.....,im,thats,......,i,sic,lol,dont,ur,BTW,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,mesa,arizona,city-in-state,canyon,Rio_Grande,La_Paz,Pueblo,Grand_Junction,valley,Las_Cruces,Navajo,Albuquerque,NM,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,atlanta,georgia,city-in-state,.....,thats,im,lol,ur,......,dont,i,sic,cant,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,omaha,nebraska,city-in-state,.....,thats,dont,lol,......,im,i,ur,cant,sic,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,miami,florida,city-in-state,.....,thats,lol,i,......,ur,dont,ll,im,u,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,tulsa,oklahoma,city-in-state,.....,thats,lol,......,dont,ur,im,i,sic,cant,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,oakland,california,city-in-state,.....,thats,i,......,dont,im,lol,ur,ll,cant,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,cleveland,ohio,city-in-state,.....,im,thats,lol,i,......,ur,dont,sic,ll,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,minneapolis,minnesota,city-in-state,.....,im,i,......,sic,ll,thats,ur,lol,dont,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,wichita,kansas,city-in-state,.....,thats,lol,......,im,i,sic,dont,ur,ah,10000,0.001,naive_cosine,0.017985611510791366
tacoma,washington,arlington,texas,city-in-state,.....,......,ur,thats,im,sic,ll,i,¬,ah,10000,0.001,naive_cosine,0.017985611510791366
amarillo,texas,tallahassee,florida,city-in-state,thats,.....,Texas,im,dont,i,......,ur,TX,cant,10000,0.001,naive_cosine,0.017985611510791366
amarillo,texas,worcester,massachusetts,city-in-state,thats,.....,dont,im,......,i,cant,lol,ur,sic,10000,0.001,naive_cosine,0.017985611510791366
amarillo,texas,chicago,illinois,city-in-state,thats,dont,im,.....,ur,i,......,lol,cant,alot,10000,0.001,naive_cosine,0.017985611510791366
amarillo,texas,philadelphia,pennsylvania,city-in-state,.....,im,i,thats,dont,......,ur,lol,cant,sic,10000,0.001,naive_cosine,0.017985611510791366
amarillo,texas,phoenix,arizona,city-in-state,thats,.....,i,id,cant,sic,......,Nacogdoches,ur,dont,10000,0.001,naive_cosine,0.017985611510791366
amarillo,texas,jacksonville,florida,city-in-state,.....,thats,dont,......,im,i,ur,cant,Texas,lol,10000,0.001,naive_cosine,0.017985611510791366
amarillo,texas,indianapolis,indiana,city-in-state,thats,.....,im,dont,i,ur,cant,lol,......,Texas,10000,0.001,naive_cosine,0.017985611510791366
amarillo,texas,detroit,michigan,city-in-state,thats,dont,.....,i,im,ur,......,lol,cant,BTW,10000,0.001,naive_cosine,0.017985611510791366
amarillo,texas,memphis,tennessee,city-in-state,thats,.....,dont,im,lol,i,cant,ur,......,alot,10000,0.001,naive_cosine,0.017985611510791366
amarillo,texas,boston,massachusetts,city-in-state,thats,.....,im,dont,i,......,lol,ur,cant,BTW,10000,0.001,naive_cosine,0.017985611510791366
amarillo,texas,seattle,washington,city-in-state,im,thats,i,dont,.....,......,ur,lol,:),cant,10000,0.001,naive_cosine,0.017985611510791366
amarillo,texas,denver,colorado,city-in-state,thats,dont,.....,im,lol,i,cant,......,ur,alot,10000,0.001,naive_cosine,0.017985611510791366
amarillo,texas,baltimore,maryland,city-in-state,thats,im,.....,dont,i,ur,lol,......,cant,sic,10000,0.001,naive_cosine,0.017985611510791366
