word1,word2,word3,true_word,section,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,candidate_7,candidate_8,candidate_9,candidate_10,freq_subset,rcond,measure,overall_accuracy
manila,philippines,muscat,oman,capital-world,Chardonnay,wine,wines,vineyards,winery,grape,tequila,olive_oil,Wines,vineyard,10000,0.001,naive_cosine,0.16666666666666666
manila,philippines,nairobi,kenya,capital-world,......,tv,thats,im,viagra,i,.....,cialis,windows,dont,10000,0.001,naive_cosine,0.16666666666666666
manila,philippines,nassau,bahamas,capital-world,windows,thats,viagra,tv,cialis,i,......,im,Cialis,anyways,10000,0.001,naive_cosine,0.16666666666666666
manila,philippines,ottawa,canada,capital-world,......,viagra,.....,cialis,tv,thats,im,i,anyways,en,10000,0.001,naive_cosine,0.16666666666666666
manila,philippines,paris,france,capital-world,im,i,......,ur,ll,thats,dont,viagra,tv,.....,10000,0.001,naive_cosine,0.16666666666666666
manila,philippines,rome,italy,capital-world,......,im,thats,.....,dont,i,ll,tv,cant,id,10000,0.001,naive_cosine,0.16666666666666666
manila,philippines,stockholm,sweden,capital-world,......,i,tv,viagra,.....,im,thats,windows,cialis,ll,10000,0.001,naive_cosine,0.16666666666666666
manila,philippines,tehran,iran,capital-world,tv,......,thats,i,im,.....,viagra,cialis,:),dont,10000,0.001,naive_cosine,0.16666666666666666
manila,philippines,tokyo,japan,capital-world,i,......,im,tv,thats,.....,:),lol,ur,dont,10000,0.001,naive_cosine,0.16666666666666666
manila,philippines,tripoli,libya,capital-world,......,tv,i,im,viagra,cialis,thats,.....,ll,:),10000,0.001,naive_cosine,0.16666666666666666
lima,peru,lisbon,portugal,capital-world,By_Maureen_O'Gara,</s>,AP_NewsCenter,the,while,that,all,moreover,ie,in,10000,0.001,euclidean_distance,0.09259259259259259
lima,peru,london,england,capital-world,London,.....,etc,sic,......,ie,id,whilst,fro,.......,10000,0.001,euclidean_distance,0.09259259259259259
lima,peru,madrid,spain,capital-world,Real_Madrid,dont,Barcelona,cant,wont,thats,.....,u,Barca,sic,10000,0.001,euclidean_distance,0.09259259259259259
lima,peru,manila,philippines,capital-world,AP_NewsCenter,By_Maureen_O'Gara,</s>,likewise,ie,the,etc.,all,fro,supposedly,10000,0.001,euclidean_distance,0.09259259259259259
lima,peru,moscow,russia,capital-world,By_Maureen_O'Gara,</s>,AP_NewsCenter,sic,ie,the,moreover,all,while,in,10000,0.001,euclidean_distance,0.09259259259259259
lima,peru,muscat,oman,capital-world,wine,AP_NewsCenter,By_Maureen_O'Gara,</s>,grape,Chardonnay,c_UPI,wines,moreover,Wines,10000,0.001,euclidean_distance,0.09259259259259259
lima,peru,nairobi,kenya,capital-world,By_Maureen_O'Gara,</s>,AP_NewsCenter,the,while,that,in,from,moreover,all,10000,0.001,euclidean_distance,0.09259259259259259
lima,peru,nassau,bahamas,capital-world,By_Maureen_O'Gara,</s>,AP_NewsCenter,the,while,that,all,just,in,even,10000,0.001,euclidean_distance,0.09259259259259259
lima,peru,ottawa,canada,capital-world,ie,sic,By_Maureen_O'Gara,</s>,AP_NewsCenter,the,.....,>>,all,moreover,10000,0.001,euclidean_distance,0.09259259259259259
lima,peru,paris,france,capital-world,Paris,sic,etc,ie,etc.,.....,r,AP_NewsCenter,By_Maureen_O'Gara,</s>,10000,0.001,euclidean_distance,0.09259259259259259
lima,peru,rome,italy,capital-world,sic,ie,.....,By_Maureen_O'Gara,</s>,id,AP_NewsCenter,~,......,wont,10000,0.001,euclidean_distance,0.09259259259259259
lima,peru,stockholm,sweden,capital-world,By_Maureen_O'Gara,</s>,AP_NewsCenter,ie,the,while,moreover,in,that,all,10000,0.001,euclidean_distance,0.09259259259259259
lisbon,portugal,london,england,capital-world,dont,lol,im,thats,......,.....,i,u,cant,wont,10000,0.001,euclidean_distance,0.09259259259259259
lisbon,portugal,madrid,spain,capital-world,dont,Real_Madrid,thats,cant,Barca,u,Man_Utd,lol,Barcelona,wont,10000,0.001,euclidean_distance,0.09259259259259259
lisbon,portugal,manila,philippines,capital-world,.....,AP_NewsCenter,etc.,etc,sic,o,cardboard,wont,aa,By_Maureen_O'Gara,10000,0.001,euclidean_distance,0.09259259259259259
lisbon,portugal,moscow,russia,capital-world,.....,thats,wont,......,dont,cant,u,im,i,sic,10000,0.001,euclidean_distance,0.09259259259259259
lisbon,portugal,muscat,oman,capital-world,Chardonnay,grape,wine,reds,wines,Bordeaux,grapes,olives,pears,caramel,10000,0.001,euclidean_distance,0.09259259259259259
lisbon,portugal,nairobi,kenya,capital-world,.....,AP_NewsCenter,wont,By_Maureen_O'Gara,</s>,sic,u,cant,......,just,10000,0.001,euclidean_distance,0.09259259259259259
lisbon,portugal,nassau,bahamas,capital-world,.....,AP_NewsCenter,just,wont,</s>,By_Maureen_O'Gara,anyway,aa,but,u,10000,0.001,euclidean_distance,0.09259259259259259
lisbon,portugal,ottawa,canada,capital-world,.....,wont,sic,dont,anyways,......,thats,cant,u,i,10000,0.001,euclidean_distance,0.09259259259259259
lisbon,portugal,paris,france,capital-world,im,dont,u,ur,i,ll,thats,cant,......,.....,10000,0.001,euclidean_distance,0.09259259259259259
lisbon,portugal,rome,italy,capital-world,cant,......,dont,.....,wont,thats,u,im,ll,sic,10000,0.001,euclidean_distance,0.09259259259259259
lisbon,portugal,stockholm,sweden,capital-world,.....,......,i,sic,wont,cant,u,AP_NewsCenter,ll,dont,10000,0.001,euclidean_distance,0.09259259259259259
london,england,madrid,spain,capital-world,Real_Madrid,thats,dont,i,cant,Barca,u,Ronaldo,wont,La_Liga,10000,0.001,euclidean_distance,0.09259259259259259
london,england,manila,philippines,capital-world,AP_NewsCenter,paper,</s>,By_Maureen_O'Gara,cardboard,brown,c_UPI,pencil,Philippines,white,10000,0.001,euclidean_distance,0.09259259259259259
london,england,moscow,russia,capital-world,AP_NewsCenter,</s>,By_Maureen_O'Gara,i,wont,Germany,England,thats,sic,aa,10000,0.001,euclidean_distance,0.09259259259259259
london,england,muscat,oman,capital-world,grape,grapes,Chardonnay,berry,wine,caramel,reds,creamy,peach,wines,10000,0.001,euclidean_distance,0.09259259259259259
london,england,nairobi,kenya,capital-world,</s>,By_Maureen_O'Gara,AP_NewsCenter,c_UPI,that,the,one,it,but,he,10000,0.001,euclidean_distance,0.09259259259259259
london,england,nassau,bahamas,capital-world,AP_NewsCenter,</s>,By_Maureen_O'Gara,c_UPI,that,it,one,but,either,the,10000,0.001,euclidean_distance,0.09259259259259259
london,england,ottawa,canada,capital-world,AP_NewsCenter,By_Maureen_O'Gara,</s>,wont,sic,anyways,i,ie,aa,.....,10000,0.001,euclidean_distance,0.09259259259259259
london,england,paris,france,capital-world,i,im,France,u,ur,thats,dont,wont,sic,cant,10000,0.001,euclidean_distance,0.09259259259259259
london,england,rome,italy,capital-world,wont,thats,cant,i,u,sic,.....,......,dont,im,10000,0.001,euclidean_distance,0.09259259259259259
london,england,stockholm,sweden,capital-world,AP_NewsCenter,</s>,By_Maureen_O'Gara,c_UPI,that,aa,it,i,which,the,10000,0.001,euclidean_distance,0.09259259259259259
madrid,spain,manila,philippines,capital-world,AP_NewsCenter,By_Maureen_O'Gara,</s>,etc.,aa,the,Philippines,pseudo,paper,eg,10000,0.001,euclidean_distance,0.09259259259259259
madrid,spain,moscow,russia,capital-world,aa,</s>,By_Maureen_O'Gara,AP_NewsCenter,the,which,furthermore,etc.,actually,then,10000,0.001,euclidean_distance,0.09259259259259259
madrid,spain,muscat,oman,capital-world,wine,Chardonnay,grape,lavender,lemon,Vineyard,Champagne,wines,Wines,Tuscany,10000,0.001,euclidean_distance,0.09259259259259259
madrid,spain,nairobi,kenya,capital-world,</s>,By_Maureen_O'Gara,AP_NewsCenter,the,which,aa,c_UPI,in,one,actually,10000,0.001,euclidean_distance,0.09259259259259259
madrid,spain,nassau,bahamas,capital-world,</s>,By_Maureen_O'Gara,the,AP_NewsCenter,which,aa,even,actually,one,c_UPI,10000,0.001,euclidean_distance,0.09259259259259259
madrid,spain,ottawa,canada,capital-world,Canada,aa,ie,>>,the,or,Full_Story_>>,By_Maureen_O'Gara,</s>,eg,10000,0.001,euclidean_distance,0.09259259259259259
madrid,spain,paris,france,capital-world,Paris,etc.,etc,France,r,eg,um,sic,ll,ie,10000,0.001,euclidean_distance,0.09259259259259259
madrid,spain,rome,italy,capital-world,aa,ie,......,eg,sic,.....,er,um,etc.,+,10000,0.001,euclidean_distance,0.09259259259259259
madrid,spain,stockholm,sweden,capital-world,</s>,By_Maureen_O'Gara,AP_NewsCenter,aa,the,which,eg,ie,c_UPI,furthermore,10000,0.001,euclidean_distance,0.09259259259259259
madrid,spain,tehran,iran,capital-world,AP_NewsCenter,</s>,By_Maureen_O'Gara,the,aa,c_UPI,which,one,U.S.,actually,10000,0.001,euclidean_distance,0.09259259259259259
manila,philippines,moscow,russia,capital-world,......,.....,thats,i,im,sic,furthermore,ie,tv,ll,10000,0.001,euclidean_distance,0.09259259259259259
manila,philippines,muscat,oman,capital-world,wine,Chardonnay,wines,vineyards,grape,winery,i,furthermore,......,thats,10000,0.001,euclidean_distance,0.09259259259259259
manila,philippines,nairobi,kenya,capital-world,.....,furthermore,......,ie,</s>,AP_NewsCenter,By_Maureen_O'Gara,etc.,i,sic,10000,0.001,euclidean_distance,0.09259259259259259
manila,philippines,nassau,bahamas,capital-world,.....,ie,furthermore,or,......,AP_NewsCenter,</s>,By_Maureen_O'Gara,etc.,anyways,10000,0.001,euclidean_distance,0.09259259259259259
manila,philippines,ottawa,canada,capital-world,.....,......,anyways,ie,sic,i,thats,furthermore,ll,tv,10000,0.001,euclidean_distance,0.09259259259259259
manila,philippines,paris,france,capital-world,im,......,i,ll,thats,.....,dont,etc,ur,u,10000,0.001,euclidean_distance,0.09259259259259259
manila,philippines,rome,italy,capital-world,......,.....,thats,im,ll,i,dont,sic,cant,ie,10000,0.001,euclidean_distance,0.09259259259259259
manila,philippines,stockholm,sweden,capital-world,.....,......,ie,furthermore,i,eg,sic,ll,etc.,etc,10000,0.001,euclidean_distance,0.09259259259259259
manila,philippines,tehran,iran,capital-world,.....,......,furthermore,ie,i,sic,AP_NewsCenter,thats,</s>,By_Maureen_O'Gara,10000,0.001,euclidean_distance,0.09259259259259259
manila,philippines,tokyo,japan,capital-world,......,i,thats,.....,im,tv,~,ie,eg,ll,10000,0.001,euclidean_distance,0.09259259259259259
manila,philippines,tripoli,libya,capital-world,......,.....,i,ie,furthermore,sic,~,ll,eg,etc.,10000,0.001,euclidean_distance,0.09259259259259259
lima,peru,lisbon,portugal,capital-world,exponential,mindless,imperialist,regressive,tweeted,etc,twitter,imperialism,untold,Emirates_Stadium,10000,0.001,mahalanobis_cosine,0.14814814814814814
lima,peru,london,england,capital-world,London,.....,etc,id,sic,lol,thats,Londoners,Islington,......,10000,0.001,mahalanobis_cosine,0.14814814814814814
lima,peru,madrid,spain,capital-world,Real_Madrid,Barca,Cristiano_Ronaldo,Ronaldo,Ronaldinho,Messi,Cesc_Fabregas,Barcelona,Eto'o,Guardiola,10000,0.001,mahalanobis_cosine,0.14814814814814814
lima,peru,manila,philippines,capital-world,bags,envelopes,folders,suitcase,Manila,luggage,scraps,innumerable,cardboard,bag,10000,0.001,mahalanobis_cosine,0.14814814814814814
lima,peru,moscow,russia,capital-world,sic,id,democrats,USSR,decry,etc,ie,mourn,Belarus,USD,10000,0.001,mahalanobis_cosine,0.14814814814814814
lima,peru,muscat,oman,capital-world,wines,wine,Chardonnay,grape,Wines,grapes,winemakers,winery,Vineyards,Wine,10000,0.001,mahalanobis_cosine,0.14814814814814814
lima,peru,nairobi,kenya,capital-world,traveling,Babylon,exponential,untold,fans,mindless,decry,whilst,torn_apart,dependency,10000,0.001,mahalanobis_cosine,0.14814814814814814
lima,peru,nassau,bahamas,capital-world,decry,wealth,tweeted,traveling,revenues,Babylon,decrying,mindless,TMZ,Bridge,10000,0.001,mahalanobis_cosine,0.14814814814814814
lima,peru,ottawa,canada,capital-world,Ottawa,Canada,Quebec,Québec,Vancouver,Montreal,Sudbury,Toronto,Quebecers,Canadians,10000,0.001,mahalanobis_cosine,0.14814814814814814
lima,peru,paris,france,capital-world,Paris,etc,sic,r,Full_Story,ur,ll,des,plaster,im,10000,0.001,mahalanobis_cosine,0.14814814814814814
lima,peru,rome,italy,capital-world,id,sic,cant,ie,etc,pc,Rome,......,.....,****,10000,0.001,mahalanobis_cosine,0.14814814814814814
lima,peru,stockholm,sweden,capital-world,ie,eg,wealth,etc,trashing,hotel_rooms,socialists,dependency,democrats,id,10000,0.001,mahalanobis_cosine,0.14814814814814814
lisbon,portugal,london,england,capital-world,lol,thats,.....,dont,im,i,u,cant,......,ll,10000,0.001,mahalanobis_cosine,0.14814814814814814
lisbon,portugal,madrid,spain,capital-world,Barca,dont,Real_Madrid,thats,cant,Atletico,Xavi,Barcelona,Guardiola,Eto'o,10000,0.001,mahalanobis_cosine,0.14814814814814814
lisbon,portugal,manila,philippines,capital-world,sa,Cebu,Davao,cardboard,Metro_Manila,eh,Iloilo,Manila,ng,Marcelo,10000,0.001,mahalanobis_cosine,0.14814814814814814
lisbon,portugal,moscow,russia,capital-world,thats,lol,im,cant,:),sic,i,dont,wont,.....,10000,0.001,mahalanobis_cosine,0.14814814814814814
lisbon,portugal,muscat,oman,capital-world,Chardonnay,grape,wines,wine,Bordeaux,grapes,Wines,olives,olive_oil,vineyards,10000,0.001,mahalanobis_cosine,0.14814814814814814
lisbon,portugal,nairobi,kenya,capital-world,cant,wont,thats,dont,i,im,da,ya,alot,ur,10000,0.001,mahalanobis_cosine,0.14814814814814814
lisbon,portugal,nassau,bahamas,capital-world,cant,Spain,lol,thats,anyways,wont,anyway,u,sic,:),10000,0.001,mahalanobis_cosine,0.14814814814814814
lisbon,portugal,ottawa,canada,capital-world,anyways,en,wont,sic,eh,cant,dont,thats,.....,ll,10000,0.001,mahalanobis_cosine,0.14814814814814814
lisbon,portugal,paris,france,capital-world,im,da,ur,ll,i,dont,le,en,cant,thats,10000,0.001,mahalanobis_cosine,0.14814814814814814
lisbon,portugal,rome,italy,capital-world,cant,dont,wont,ll,thats,da,im,......,¬,.....,10000,0.001,mahalanobis_cosine,0.14814814814814814
lisbon,portugal,stockholm,sweden,capital-world,cant,.....,i,thats,ll,dont,da,alot,lol,sic,10000,0.001,mahalanobis_cosine,0.14814814814814814
london,england,madrid,spain,capital-world,Real_Madrid,Ronaldo,Samuel_Eto'o,Cesc_Fabregas,dont,Xavi,i,Messi,Ronaldinho,Zinedine_Zidane,10000,0.001,mahalanobis_cosine,0.14814814814814814
london,england,manila,philippines,capital-world,cardboard,drawer,Philippines,envelopes,pencil,sa,Paraguay,inch_thick,Philippine,Davao,10000,0.001,mahalanobis_cosine,0.14814814814814814
london,england,moscow,russia,capital-world,i,im,ur,Paraguay,thats,Slovenia,Wayne_Rooney,dont,u,Portugal,10000,0.001,mahalanobis_cosine,0.14814814814814814
london,england,muscat,oman,capital-world,grape,Chardonnay,grapes,wines,winery,winemaker,wine,Vineyards,Winery,caramel,10000,0.001,mahalanobis_cosine,0.14814814814814814
london,england,nairobi,kenya,capital-world,Paraguay,Bafana,Uruguay,Dunga,Bafana_Bafana,Wayne_Rooney,Ricky_Ponting,Azzurri,flyhalf,Fabio_Capello,10000,0.001,mahalanobis_cosine,0.14814814814814814
london,england,nassau,bahamas,capital-world,Paraguay,Waugh,Uruguay,Azzurri,Slovenia,Argentina,Portugal,Chappell,England,Graeme_McDowell,10000,0.001,mahalanobis_cosine,0.14814814814814814
london,england,ottawa,canada,capital-world,Paraguay,Canada,Waugh,i,Slovenia,___,WC,Uruguay,le,Argentina,10000,0.001,mahalanobis_cosine,0.14814814814814814
london,england,paris,france,capital-world,im,ur,i,le,France,dont,da,u,¬,en,10000,0.001,mahalanobis_cosine,0.14814814814814814
london,england,rome,italy,capital-world,¬,im,i,cant,ur,dont,le,thats,wont,u,10000,0.001,mahalanobis_cosine,0.14814814814814814
london,england,stockholm,sweden,capital-world,Paraguay,i,Denmark,ur,England,Ricky_Ponting,Wayne_Rooney,Portugal,Uruguay,Tonga,10000,0.001,mahalanobis_cosine,0.14814814814814814
madrid,spain,manila,philippines,capital-world,Philippines,Cebu,Manila,Iloilo,Philippine,Metro_Manila,Davao,knit,Baguio,envelopes,10000,0.001,mahalanobis_cosine,0.14814814814814814
madrid,spain,moscow,russia,capital-world,um,Hmmm,Hmm,Russia,Azerbaijan,+,actually,furthermore,sic,org,10000,0.001,mahalanobis_cosine,0.14814814814814814
madrid,spain,muscat,oman,capital-world,wine,Chardonnay,grape,wines,grapes,olives,olive_oil,Wines,lavender,lemon,10000,0.001,mahalanobis_cosine,0.14814814814814814
madrid,spain,nairobi,kenya,capital-world,mainland,Nassau,Georgina,predictably,actually,Bourne,Rochelle,um,Cornwall,Barbados,10000,0.001,mahalanobis_cosine,0.14814814814814814
madrid,spain,nassau,bahamas,capital-world,Nassau,mainland,even,actually,Marino,Cornwall,threesome,predictably,PGA,the,10000,0.001,mahalanobis_cosine,0.14814814814814814
madrid,spain,ottawa,canada,capital-world,Canada,org,Cornwall,PEI,Markham,com,Ontario,Québec,Welland,Sault_Ste,10000,0.001,mahalanobis_cosine,0.14814814814814814
madrid,spain,paris,france,capital-world,le,Paris,d',Full_Story,r,ll,se,la,France,des,10000,0.001,mahalanobis_cosine,0.14814814814814814
madrid,spain,rome,italy,capital-world,......,di,¬,le,sic,um,ll,er,ing,l,10000,0.001,mahalanobis_cosine,0.14814814814814814
madrid,spain,stockholm,sweden,capital-world,um,er,eg,mainland,actually,lite,furthermore,com,aa,Great_Britain,10000,0.001,mahalanobis_cosine,0.14814814814814814
madrid,spain,tehran,iran,capital-world,Cornwall,Bourne,Hmm,generalized,mainland,Nassau,chimed,day,furthermore,um,10000,0.001,mahalanobis_cosine,0.14814814814814814
manila,philippines,moscow,russia,capital-world,windows,......,thats,im,:),lol,i,.....,anyways,viagra,10000,0.001,mahalanobis_cosine,0.14814814814814814
manila,philippines,muscat,oman,capital-world,wine,Chardonnay,wines,grape,vineyards,winery,tequila,windows,Diablo,Wines,10000,0.001,mahalanobis_cosine,0.14814814814814814
manila,philippines,nairobi,kenya,capital-world,windows,......,thats,viagra,tv,occured,i,et,Im,ll,10000,0.001,mahalanobis_cosine,0.14814814814814814
manila,philippines,nassau,bahamas,capital-world,windows,anyways,viagra,occured,et,thats,......,server,Cialis,tv,10000,0.001,mahalanobis_cosine,0.14814814814814814
manila,philippines,ottawa,canada,capital-world,windows,anyways,en,et,viagra,......,tv,thats,ll,cialis,10000,0.001,mahalanobis_cosine,0.14814814814814814
manila,philippines,paris,france,capital-world,im,......,ll,i,le,en,ur,thats,et,se,10000,0.001,mahalanobis_cosine,0.14814814814814814
manila,philippines,rome,italy,capital-world,......,ll,thats,windows,im,¬,.....,cant,en,dont,10000,0.001,mahalanobis_cosine,0.14814814814814814
manila,philippines,stockholm,sweden,capital-world,windows,......,i,thats,tv,ll,.....,viagra,anyways,et,10000,0.001,mahalanobis_cosine,0.14814814814814814
manila,philippines,tehran,iran,capital-world,windows,tv,......,thats,viagra,i,:),.....,anyways,cialis,10000,0.001,mahalanobis_cosine,0.14814814814814814
manila,philippines,tokyo,japan,capital-world,......,i,thats,windows,tv,anyways,ll,lol,im,.....,10000,0.001,mahalanobis_cosine,0.14814814814814814
manila,philippines,tripoli,libya,capital-world,......,windows,ll,i,viagra,thats,tv,:),occured,et,10000,0.001,mahalanobis_cosine,0.14814814814814814
lima,peru,lisbon,portugal,capital-world,By_Maureen_O'Gara,</s>,AP_NewsCenter,etc.,etc,.......,.....,ie,c_UPI,....,10000,0.001,mahalanobis_shifted_cosine,0.1111111111111111
lima,peru,london,england,capital-world,London,.....,etc,id,......,sic,dont,thats,lol,u,10000,0.001,mahalanobis_shifted_cosine,0.1111111111111111
lima,peru,madrid,spain,capital-world,dont,Real_Madrid,cant,.....,etc,Cristiano_Ronaldo,Barca,Barcelona,id,thats,10000,0.001,mahalanobis_shifted_cosine,0.1111111111111111
lima,peru,manila,philippines,capital-world,etc.,envelopes,luggage,bags,Manila,etc,pencils,folds,folders,suitcase,10000,0.001,mahalanobis_shifted_cosine,0.1111111111111111
lima,peru,moscow,russia,capital-world,sic,etc,.....,etc.,id,By_Maureen_O'Gara,</s>,.......,ie,AP_NewsCenter,10000,0.001,mahalanobis_shifted_cosine,0.1111111111111111
