word1,word2,word3,true_word,section,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,candidate_7,candidate_8,candidate_9,candidate_10,freq_subset,rcond,measure,overall_accuracy
abuja,nigeria,dublin,ireland,capital-world,ur,thats,.....,i,dont,im,lol,......,ll,u,10000,0.001,naive_cosine,0.06060606060606061
accra,ghana,amman,jordan,capital-world,u,ur,......,.....,Baba,sic,lol,i,dont,im,10000,0.001,naive_cosine,0.06060606060606061
accra,ghana,ankara,turkey,capital-world,u,ur,Ghanaian,Ghana,Obasanjo,Nigeria,Nigerians,naira,Benin,Baba,10000,0.001,naive_cosine,0.06060606060606061
accra,ghana,athens,greece,capital-world,u,.....,ur,......,thats,lol,dont,sic,im,i,10000,0.001,naive_cosine,0.06060606060606061
accra,ghana,baghdad,iraq,capital-world,ur,u,sic,.....,thats,......,lol,dont,ya,i,10000,0.001,naive_cosine,0.06060606060606061
accra,ghana,bangkok,thailand,capital-world,u,......,.....,ur,lol,i,thats,dont,im,viagra,10000,0.001,naive_cosine,0.06060606060606061
accra,ghana,beijing,china,capital-world,......,u,i,ur,ma,ah,.....,¬,lol,im,10000,0.001,naive_cosine,0.06060606060606061
accra,ghana,beirut,lebanon,capital-world,u,ur,.....,lol,......,thats,dont,i,im,cant,10000,0.001,naive_cosine,0.06060606060606061
accra,ghana,berlin,germany,capital-world,u,im,ur,i,¬,sic,.....,......,lol,ie,10000,0.001,naive_cosine,0.06060606060606061
accra,ghana,brussels,belgium,capital-world,ur,.....,......,u,dont,lol,sic,im,thats,****,10000,0.001,naive_cosine,0.06060606060606061
accra,ghana,cairo,egypt,capital-world,u,ur,lol,.....,i,......,im,dont,thats,sic,10000,0.001,naive_cosine,0.06060606060606061
accra,ghana,canberra,australia,capital-world,u,ur,dont,thats,......,.....,lol,sic,im,****,10000,0.001,naive_cosine,0.06060606060606061
accra,ghana,copenhagen,denmark,capital-world,u,ur,......,.....,sic,im,lol,thats,dont,i,10000,0.001,naive_cosine,0.06060606060606061
accra,ghana,dhaka,bangladesh,capital-world,u,ur,......,.....,lol,i,thats,sic,ma,mo,10000,0.001,naive_cosine,0.06060606060606061
accra,ghana,doha,qatar,capital-world,u,ur,artistes,......,etc,ho,.....,Baba,lol,ah,10000,0.001,naive_cosine,0.06060606060606061
accra,ghana,dublin,ireland,capital-world,u,ur,......,.....,im,thats,lol,i,dont,sic,10000,0.001,naive_cosine,0.06060606060606061
amman,jordan,ankara,turkey,capital-world,......,i,lol,.....,ll,im,sic,ur,thats,dont,10000,0.001,naive_cosine,0.06060606060606061
amman,jordan,athens,greece,capital-world,......,.....,im,lol,i,sic,thats,dont,u,ur,10000,0.001,naive_cosine,0.06060606060606061
amman,jordan,baghdad,iraq,capital-world,sic,......,lol,.....,im,thats,i,dont,ur,ll,10000,0.001,naive_cosine,0.06060606060606061
amman,jordan,bangkok,thailand,capital-world,......,lol,i,im,.....,thats,dont,sic,cant,w,10000,0.001,naive_cosine,0.06060606060606061
amman,jordan,beijing,china,capital-world,......,i,im,lol,.....,ma,sic,dont,ing,thats,10000,0.001,naive_cosine,0.06060606060606061
amman,jordan,beirut,lebanon,capital-world,lol,im,.....,......,i,thats,dont,sic,ur,cant,10000,0.001,naive_cosine,0.06060606060606061
amman,jordan,berlin,germany,capital-world,im,i,......,sic,lol,.....,ur,¬,ll,w,10000,0.001,naive_cosine,0.06060606060606061
amman,jordan,brussels,belgium,capital-world,im,......,lol,.....,sic,dont,i,thats,cant,er,10000,0.001,naive_cosine,0.06060606060606061
amman,jordan,cairo,egypt,capital-world,im,i,lol,......,.....,dont,sic,thats,ur,ll,10000,0.001,naive_cosine,0.06060606060606061
amman,jordan,canberra,australia,capital-world,......,im,lol,dont,thats,sic,i,.....,ur,cant,10000,0.001,naive_cosine,0.06060606060606061
amman,jordan,copenhagen,denmark,capital-world,......,im,sic,lol,i,.....,thats,dont,ur,u,10000,0.001,naive_cosine,0.06060606060606061
amman,jordan,dhaka,bangladesh,capital-world,......,im,i,lol,.....,sic,thats,ur,dont,w,10000,0.001,naive_cosine,0.06060606060606061
amman,jordan,doha,qatar,capital-world,......,lol,i,im,.....,thats,sic,ur,dont,w,10000,0.001,naive_cosine,0.06060606060606061
amman,jordan,dublin,ireland,capital-world,......,im,i,.....,lol,thats,sic,dont,ur,w,10000,0.001,naive_cosine,0.06060606060606061
ankara,turkey,athens,greece,capital-world,turkeys,goose,ham,bacon,chicken,pork,Thanksgiving_dinner,bird,deer,squirrel,10000,0.001,naive_cosine,0.06060606060606061
ankara,turkey,baghdad,iraq,capital-world,turkeys,goose,pork,Thanksgiving_dinner,bacon,chicken,Thanksgiving,deer,elk,squirrel,10000,0.001,naive_cosine,0.06060606060606061
ankara,turkey,bangkok,thailand,capital-world,turkeys,bacon,pork,goose,ham,chicken,lobster,hamburger,mashed_potatoes,steak,10000,0.001,naive_cosine,0.06060606060606061
ankara,turkey,beijing,china,capital-world,turkeys,goose,pork,chicken,elk,pig,rabbit,lamb,bacon,hogs,10000,0.001,naive_cosine,0.06060606060606061
ankara,turkey,beirut,lebanon,capital-world,turkeys,ham,goose,pork,Thanksgiving_dinner,chicken,bacon,elk,hamburger,steaks,10000,0.001,naive_cosine,0.06060606060606061
ankara,turkey,berlin,germany,capital-world,turkeys,goose,elk,pork,bird,squirrel,hamburger,waterfowl,deer,pig,10000,0.001,naive_cosine,0.06060606060606061
ankara,turkey,brussels,belgium,capital-world,turkeys,goose,ham,pork,chicken,bacon,meat,pig,squirrel,lobster,10000,0.001,naive_cosine,0.06060606060606061
ankara,turkey,cairo,egypt,capital-world,turkeys,goose,elk,deer,pork,bird,waterfowl,pig,ham,bison,10000,0.001,naive_cosine,0.06060606060606061
ankara,turkey,canberra,australia,capital-world,turkeys,goose,pork,ham,chicken,meat,steaks,lamb,bacon,Thanksgiving_dinner,10000,0.001,naive_cosine,0.06060606060606061
ankara,turkey,copenhagen,denmark,capital-world,turkeys,goose,squirrel,pork,ham,bacon,elk,chicken,bird,meat,10000,0.001,naive_cosine,0.06060606060606061
ankara,turkey,dhaka,bangladesh,capital-world,turkeys,goose,pork,chicken,ham,Thanksgiving_dinner,bacon,meat,lamb,hogs,10000,0.001,naive_cosine,0.06060606060606061
ankara,turkey,doha,qatar,capital-world,turkeys,pork,ham,goose,chicken,Thanksgiving_dinner,meat,bird,bacon,lamb,10000,0.001,naive_cosine,0.06060606060606061
ankara,turkey,dublin,ireland,capital-world,turkeys,goose,bacon,ham,pork,steaks,lamb,bird,meat,pig,10000,0.001,naive_cosine,0.06060606060606061
athens,greece,baghdad,iraq,capital-world,lol,thats,etc,dont,im,Iraq,socialists,ie,shit,parliamentarians,10000,0.001,naive_cosine,0.06060606060606061
athens,greece,bangkok,thailand,capital-world,lol,dont,......,im,etc,thats,i,.....,cant,cos,10000,0.001,naive_cosine,0.06060606060606061
athens,greece,beijing,china,capital-world,......,ma,etc,i,lol,im,dont,ie,mo,en,10000,0.001,naive_cosine,0.06060606060606061
athens,greece,beirut,lebanon,capital-world,lol,etc,dont,im,thats,.....,cant,i,ur,ie,10000,0.001,naive_cosine,0.06060606060606061
athens,greece,berlin,germany,capital-world,im,Germany,etc,ie,Hannover,German,i,lol,Dortmund,Cologne,10000,0.001,naive_cosine,0.06060606060606061
athens,greece,brussels,belgium,capital-world,etc,dont,lol,ie,im,BUT,dodgy,socialists,EU,MEPs,10000,0.001,naive_cosine,0.06060606060606061
athens,greece,cairo,egypt,capital-world,lol,im,etc,dont,i,......,ur,thats,ie,id,10000,0.001,naive_cosine,0.06060606060606061
athens,greece,canberra,australia,capital-world,dont,etc,lol,im,thats,BUT,wont,.......,reckon,****,10000,0.001,naive_cosine,0.06060606060606061
athens,greece,copenhagen,denmark,capital-world,im,lol,etc,......,dont,Lisbon_Treaty,.......,EU,thats,BUT,10000,0.001,naive_cosine,0.06060606060606061
athens,greece,dhaka,bangladesh,capital-world,etc,lol,im,dont,upto,ma,......,govt,thats,mo,10000,0.001,naive_cosine,0.06060606060606061
athens,greece,doha,qatar,capital-world,etc,parliamentarians,MEPs,###bn,cos,MEP,finance_ministers,Ministers,Muscat,Sultanate,10000,0.001,naive_cosine,0.06060606060606061
athens,greece,dublin,ireland,capital-world,etc,im,lol,......,dont,thats,****,i,.....,ur,10000,0.001,naive_cosine,0.06060606060606061
athens,greece,havana,cuba,capital-world,etc,lol,im,ur,......,dont,da,****,thats,.......,10000,0.001,naive_cosine,0.06060606060606061
athens,greece,helsinki,finland,capital-world,etc,ie,Lisbon_Treaty,#.#.#,im,lol,+_+,i,binary,****,10000,0.001,naive_cosine,0.06060606060606061
athens,greece,islamabad,pakistan,capital-world,parliamentarians,Finance_Minister,etc,govt,Prime_Minister_Shaukat_Aziz,Parliament,......,Jose_Manuel_Barroso,im,lol,10000,0.001,naive_cosine,0.06060606060606061
athens,greece,jakarta,indonesia,capital-world,lol,......,dont,im,etc,thats,.......,govt,ur,****,10000,0.001,naive_cosine,0.06060606060606061
athens,greece,kabul,afghanistan,capital-world,parliamentarians,etc,govt,......,na,lol,.......,ur,dont,EU,10000,0.001,naive_cosine,0.06060606060606061
baghdad,iraq,bangkok,thailand,capital-world,......,.....,thats,dont,lol,im,i,cant,........,.......,10000,0.001,naive_cosine,0.06060606060606061
baghdad,iraq,beijing,china,capital-world,......,.....,i,thats,im,com,lol,¬,dont,sic,10000,0.001,naive_cosine,0.06060606060606061
baghdad,iraq,beirut,lebanon,capital-world,.....,Iraq,......,thats,lol,im,cant,dont,i,sic,10000,0.001,naive_cosine,0.06060606060606061
baghdad,iraq,berlin,germany,capital-world,im,......,.....,i,sic,¬,org,thats,lol,en,10000,0.001,naive_cosine,0.06060606060606061
baghdad,iraq,brussels,belgium,capital-world,.....,......,thats,im,dont,sic,cant,Iraq,lol,wont,10000,0.001,naive_cosine,0.06060606060606061
baghdad,iraq,cairo,egypt,capital-world,......,.....,thats,im,i,lol,dont,cant,Iraq,sic,10000,0.001,naive_cosine,0.06060606060606061
baghdad,iraq,canberra,australia,capital-world,......,thats,.....,dont,.......,im,sic,Iraq,cant,wont,10000,0.001,naive_cosine,0.06060606060606061
baghdad,iraq,copenhagen,denmark,capital-world,......,.....,thats,im,sic,.......,dont,Iraq,lol,........,10000,0.001,naive_cosine,0.06060606060606061
baghdad,iraq,dhaka,bangladesh,capital-world,......,.....,thats,Iraq,im,sic,cant,dont,.......,i,10000,0.001,naive_cosine,0.06060606060606061
baghdad,iraq,doha,qatar,capital-world,Iraq,......,.....,thats,Kuwait,cos,war,Afghanistan,etc,........,10000,0.001,naive_cosine,0.06060606060606061
baghdad,iraq,dublin,ireland,capital-world,......,.....,thats,im,sic,dont,i,lol,.......,cant,10000,0.001,naive_cosine,0.06060606060606061
baghdad,iraq,havana,cuba,capital-world,......,.....,thats,im,sic,lol,.......,cant,ur,Iraq,10000,0.001,naive_cosine,0.06060606060606061
baghdad,iraq,helsinki,finland,capital-world,......,thats,.....,im,Iraq,i,sic,cant,dont,.......,10000,0.001,naive_cosine,0.06060606060606061
baghdad,iraq,islamabad,pakistan,capital-world,Iraq,......,.....,Afghanistan,sic,thats,im,i,.......,........,10000,0.001,naive_cosine,0.06060606060606061
baghdad,iraq,jakarta,indonesia,capital-world,......,.....,thats,im,........,dont,.......,lol,cant,i,10000,0.001,naive_cosine,0.06060606060606061
baghdad,iraq,kabul,afghanistan,capital-world,Iraq,......,.....,Afghanistan,thats,.......,sic,im,dont,ur,10000,0.001,naive_cosine,0.06060606060606061
baghdad,iraq,kampala,uganda,capital-world,......,.....,thats,.......,Iraq,........,dont,cant,sic,im,10000,0.001,naive_cosine,0.06060606060606061
bangkok,thailand,beijing,china,capital-world,ma,Beijing,Beijing_Olympics,com,......,China,im,i,ur,lol,10000,0.001,naive_cosine,0.06060606060606061
bangkok,thailand,beirut,lebanon,capital-world,lol,ur,im,dont,:),ma,cant,.....,i,wont,10000,0.001,naive_cosine,0.06060606060606061
bangkok,thailand,berlin,germany,capital-world,im,org,ur,i,Germany,en,sic,¬,com,lol,10000,0.001,naive_cosine,0.06060606060606061
bangkok,thailand,brussels,belgium,capital-world,im,dont,wont,lol,sic,ur,eh,:),cant,Hmm,10000,0.001,naive_cosine,0.06060606060606061
bangkok,thailand,cairo,egypt,capital-world,im,ur,facebook,dont,lol,Egypt,i,Tunisia,org,:),10000,0.001,naive_cosine,0.06060606060606061
bangkok,thailand,canberra,australia,capital-world,dont,im,ur,wont,lol,sic,thats,Kevin_Rudd,Im,mums,10000,0.001,naive_cosine,0.06060606060606061
bangkok,thailand,copenhagen,denmark,capital-world,im,ur,sic,dont,lol,ma,u,......,wont,:),10000,0.001,naive_cosine,0.06060606060606061
abuja,nigeria,accra,ghana,capital-world,.....,thats,ll,i,dont,wont,ur,......,u,cant,10000,0.001,euclidean_distance,0.04040404040404041
abuja,nigeria,amman,jordan,capital-world,ur,.....,u,ll,i,sic,thats,ie,......,hence,10000,0.001,euclidean_distance,0.04040404040404041
abuja,nigeria,ankara,turkey,capital-world,Nigeria,Nigerians,ll,Benin,Nigerian,ur,.....,Lagos,Kaduna,thats,10000,0.001,euclidean_distance,0.04040404040404041
abuja,nigeria,athens,greece,capital-world,.....,thats,u,dont,ur,i,......,cant,lol,ll,10000,0.001,euclidean_distance,0.04040404040404041
abuja,nigeria,baghdad,iraq,capital-world,.....,thats,ll,sic,ur,i,dont,......,u,wont,10000,0.001,euclidean_distance,0.04040404040404041
abuja,nigeria,bangkok,thailand,capital-world,thats,i,.....,dont,......,ll,cant,u,ur,lol,10000,0.001,euclidean_distance,0.04040404040404041
abuja,nigeria,beijing,china,capital-world,i,......,ll,ur,.....,dont,thats,u,lol,cant,10000,0.001,euclidean_distance,0.04040404040404041
abuja,nigeria,beirut,lebanon,capital-world,.....,thats,ll,ur,i,dont,cant,u,lol,......,10000,0.001,euclidean_distance,0.04040404040404041
abuja,nigeria,berlin,germany,capital-world,i,im,ur,ll,u,.....,thats,lol,......,ie,10000,0.001,euclidean_distance,0.04040404040404041
abuja,nigeria,brussels,belgium,capital-world,.....,dont,thats,ll,wont,cant,......,ur,i,sic,10000,0.001,euclidean_distance,0.04040404040404041
abuja,nigeria,cairo,egypt,capital-world,ur,i,ll,.....,dont,thats,lol,u,......,cant,10000,0.001,euclidean_distance,0.04040404040404041
abuja,nigeria,canberra,australia,capital-world,thats,.....,dont,wont,ll,ur,i,......,cant,u,10000,0.001,euclidean_distance,0.04040404040404041
abuja,nigeria,copenhagen,denmark,capital-world,.....,ur,thats,......,ll,u,i,dont,sic,wont,10000,0.001,euclidean_distance,0.04040404040404041
abuja,nigeria,dhaka,bangladesh,capital-world,.....,i,thats,ur,u,ll,......,dont,sic,cant,10000,0.001,euclidean_distance,0.04040404040404041
abuja,nigeria,doha,qatar,capital-world,.....,ll,u,ie,etc,hence,i,thats,......,ur,10000,0.001,euclidean_distance,0.04040404040404041
abuja,nigeria,dublin,ireland,capital-world,ur,thats,.....,i,......,dont,ll,u,im,lol,10000,0.001,euclidean_distance,0.04040404040404041
accra,ghana,amman,jordan,capital-world,u,.....,sic,ie,......,l,etc,hence,ur,i,10000,0.001,euclidean_distance,0.04040404040404041
accra,ghana,ankara,turkey,capital-world,u,.....,etc,sic,hence,l,......,ie,ah,ll,10000,0.001,euclidean_distance,0.04040404040404041
accra,ghana,athens,greece,capital-world,u,.....,......,sic,thats,i,ur,dont,lol,l,10000,0.001,euclidean_distance,0.04040404040404041
accra,ghana,baghdad,iraq,capital-world,sic,.....,u,......,ie,thats,i,etc,um,AP_NewsCenter,10000,0.001,euclidean_distance,0.04040404040404041
accra,ghana,bangkok,thailand,capital-world,u,.....,......,i,sic,thats,dont,lol,etc,ie,10000,0.001,euclidean_distance,0.04040404040404041
accra,ghana,beijing,china,capital-world,......,u,i,.....,ah,sic,¬,ie,ma,etc,10000,0.001,euclidean_distance,0.04040404040404041
accra,ghana,beirut,lebanon,capital-world,.....,u,sic,......,ie,i,thats,etc,ur,dont,10000,0.001,euclidean_distance,0.04040404040404041
accra,ghana,berlin,germany,capital-world,u,i,sic,im,.....,ie,......,¬,ur,etc,10000,0.001,euclidean_distance,0.04040404040404041
accra,ghana,brussels,belgium,capital-world,.....,sic,......,ie,u,um,er,etc,wont,****,10000,0.001,euclidean_distance,0.04040404040404041
accra,ghana,cairo,egypt,capital-world,u,.....,......,i,sic,ur,ie,thats,dont,etc,10000,0.001,euclidean_distance,0.04040404040404041
accra,ghana,canberra,australia,capital-world,.....,u,sic,......,ie,l,thats,wont,etc,****,10000,0.001,euclidean_distance,0.04040404040404041
accra,ghana,copenhagen,denmark,capital-world,u,......,.....,sic,i,ie,etc,thats,ur,.......,10000,0.001,euclidean_distance,0.04040404040404041
accra,ghana,dhaka,bangladesh,capital-world,u,.....,sic,......,ie,etc,l,i,hence,thats,10000,0.001,euclidean_distance,0.04040404040404041
accra,ghana,doha,qatar,capital-world,u,.....,etc,ie,sic,AP_NewsCenter,hence,......,</s>,By_Maureen_O'Gara,10000,0.001,euclidean_distance,0.04040404040404041
accra,ghana,dublin,ireland,capital-world,u,.....,......,sic,i,etc,thats,ur,****,l,10000,0.001,euclidean_distance,0.04040404040404041
amman,jordan,ankara,turkey,capital-world,......,.....,sic,i,ll,thats,uh,lol,thru,im,10000,0.001,euclidean_distance,0.04040404040404041
amman,jordan,athens,greece,capital-world,......,.....,i,im,lol,sic,thats,dont,u,w,10000,0.001,euclidean_distance,0.04040404040404041
amman,jordan,baghdad,iraq,capital-world,sic,.....,......,i,thats,lol,im,ll,thru,dont,10000,0.001,euclidean_distance,0.04040404040404041
amman,jordan,bangkok,thailand,capital-world,......,i,.....,lol,im,thats,dont,sic,cant,w,10000,0.001,euclidean_distance,0.04040404040404041
amman,jordan,beijing,china,capital-world,......,i,.....,im,lol,sic,ing,ma,dont,ll,10000,0.001,euclidean_distance,0.04040404040404041
amman,jordan,beirut,lebanon,capital-world,.....,......,i,lol,sic,im,thats,dont,cant,ll,10000,0.001,euclidean_distance,0.04040404040404041
amman,jordan,berlin,germany,capital-world,im,i,......,sic,.....,lol,ll,¬,w,um,10000,0.001,euclidean_distance,0.04040404040404041
amman,jordan,brussels,belgium,capital-world,......,.....,sic,im,i,lol,dont,thats,er,um,10000,0.001,euclidean_distance,0.04040404040404041
amman,jordan,cairo,egypt,capital-world,i,......,im,lol,.....,sic,dont,thats,ll,thru,10000,0.001,euclidean_distance,0.04040404040404041
amman,jordan,canberra,australia,capital-world,......,sic,.....,i,thats,im,dont,lol,er,wont,10000,0.001,euclidean_distance,0.04040404040404041
amman,jordan,copenhagen,denmark,capital-world,......,sic,.....,im,i,lol,thats,dont,u,uh,10000,0.001,euclidean_distance,0.04040404040404041
amman,jordan,dhaka,bangladesh,capital-world,......,.....,sic,i,im,thats,lol,u,dont,w,10000,0.001,euclidean_distance,0.04040404040404041
amman,jordan,doha,qatar,capital-world,......,.....,sic,i,etc,etc.,ie,thats,um,er,10000,0.001,euclidean_distance,0.04040404040404041
amman,jordan,dublin,ireland,capital-world,......,im,i,.....,sic,lol,thats,dont,w,ur,10000,0.001,euclidean_distance,0.04040404040404041
ankara,turkey,athens,greece,capital-world,turkeys,ham,chicken,bacon,goose,pig,Denny,bird,just,squirrel,10000,0.001,euclidean_distance,0.04040404040404041
ankara,turkey,baghdad,iraq,capital-world,turkeys,chicken,goose,bacon,ham,Denny,</s>,squirrel,By_Maureen_O'Gara,AP_NewsCenter,10000,0.001,euclidean_distance,0.04040404040404041
ankara,turkey,bangkok,thailand,capital-world,turkeys,bacon,chicken,ham,pig,Denny,goose,just,</s>,By_Maureen_O'Gara,10000,0.001,euclidean_distance,0.04040404040404041
ankara,turkey,beijing,china,capital-world,goose,turkeys,chicken,rabbit,pig,pork,bacon,er,or,**,10000,0.001,euclidean_distance,0.04040404040404041
ankara,turkey,beirut,lebanon,capital-world,turkeys,ham,chicken,goose,bacon,pig,bird,meat,hamburger,Denny,10000,0.001,euclidean_distance,0.04040404040404041
ankara,turkey,berlin,germany,capital-world,turkeys,goose,rabbit,pig,bird,squirrel,**,ham,er,Denny,10000,0.001,euclidean_distance,0.04040404040404041
ankara,turkey,brussels,belgium,capital-world,turkeys,goose,ham,chicken,bacon,pig,meat,squirrel,pork,rabbit,10000,0.001,euclidean_distance,0.04040404040404041
ankara,turkey,cairo,egypt,capital-world,turkeys,chicken,pig,goose,ham,bird,AP_NewsCenter,squirrel,</s>,By_Maureen_O'Gara,10000,0.001,euclidean_distance,0.04040404040404041
ankara,turkey,canberra,australia,capital-world,turkeys,ham,chicken,goose,Denny,pig,meat,bacon,pork,</s>,10000,0.001,euclidean_distance,0.04040404040404041
ankara,turkey,copenhagen,denmark,capital-world,turkeys,goose,ham,squirrel,chicken,bacon,pig,rabbit,</s>,AP_NewsCenter,10000,0.001,euclidean_distance,0.04040404040404041
ankara,turkey,dhaka,bangladesh,capital-world,turkeys,chicken,ham,goose,bacon,</s>,By_Maureen_O'Gara,pig,meat,AP_NewsCenter,10000,0.001,euclidean_distance,0.04040404040404041
ankara,turkey,doha,qatar,capital-world,turkeys,ham,chicken,</s>,By_Maureen_O'Gara,AP_NewsCenter,for,Denny,pig,the,10000,0.001,euclidean_distance,0.04040404040404041
ankara,turkey,dublin,ireland,capital-world,turkeys,ham,bacon,pig,chicken,goose,bird,meat,AP_NewsCenter,</s>,10000,0.001,euclidean_distance,0.04040404040404041
athens,greece,baghdad,iraq,capital-world,ie,AP_NewsCenter,</s>,By_Maureen_O'Gara,etc,.....,sic,anyway,the,anyhow,10000,0.001,euclidean_distance,0.04040404040404041
athens,greece,bangkok,thailand,capital-world,etc,.....,ie,......,i,.......,**,BUT,whereas,AP_NewsCenter,10000,0.001,euclidean_distance,0.04040404040404041
athens,greece,beijing,china,capital-world,......,etc,ie,i,.....,er,eg,**,etc.,um,10000,0.001,euclidean_distance,0.04040404040404041
athens,greece,beirut,lebanon,capital-world,ie,etc,.....,AP_NewsCenter,</s>,By_Maureen_O'Gara,whereas,anyway,etc.,wont,10000,0.001,euclidean_distance,0.04040404040404041
athens,greece,berlin,germany,capital-world,ie,etc,Germany,im,i,etc.,eg,.....,sic,um,10000,0.001,euclidean_distance,0.04040404040404041
athens,greece,brussels,belgium,capital-world,ie,etc,er,anyway,.....,wont,BUT,um,AP_NewsCenter,sic,10000,0.001,euclidean_distance,0.04040404040404041
athens,greece,cairo,egypt,capital-world,etc,ie,.....,......,i,BUT,sic,.......,AP_NewsCenter,wont,10000,0.001,euclidean_distance,0.04040404040404041
athens,greece,canberra,australia,capital-world,AP_NewsCenter,</s>,By_Maureen_O'Gara,etc,ie,anyway,wont,.....,BUT,er,10000,0.001,euclidean_distance,0.04040404040404041
athens,greece,copenhagen,denmark,capital-world,etc,ie,.....,......,sic,AP_NewsCenter,</s>,By_Maureen_O'Gara,.......,hence,10000,0.001,euclidean_distance,0.04040404040404041
athens,greece,dhaka,bangladesh,capital-world,etc,AP_NewsCenter,ie,</s>,By_Maureen_O'Gara,whereas,hence,.....,etc.,moreover,10000,0.001,euclidean_distance,0.04040404040404041
athens,greece,doha,qatar,capital-world,AP_NewsCenter,</s>,By_Maureen_O'Gara,etc,ie,whereas,hence,moreover,the,etc.,10000,0.001,euclidean_distance,0.04040404040404041
athens,greece,dublin,ireland,capital-world,etc,.....,......,ie,sic,.......,i,****,etc.,wont,10000,0.001,euclidean_distance,0.04040404040404041
athens,greece,havana,cuba,capital-world,AP_NewsCenter,etc,</s>,By_Maureen_O'Gara,ie,.....,hence,whereas,aa,sic,10000,0.001,euclidean_distance,0.04040404040404041
athens,greece,helsinki,finland,capital-world,ie,AP_NewsCenter,</s>,By_Maureen_O'Gara,etc,whereas,hence,moreover,furthermore,etc.,10000,0.001,euclidean_distance,0.04040404040404041
athens,greece,islamabad,pakistan,capital-world,AP_NewsCenter,</s>,By_Maureen_O'Gara,ie,etc,whereas,hence,the,aa,.....,10000,0.001,euclidean_distance,0.04040404040404041
athens,greece,jakarta,indonesia,capital-world,etc,......,.....,ie,.......,**,AP_NewsCenter,By_Maureen_O'Gara,</s>,whereas,10000,0.001,euclidean_distance,0.04040404040404041
athens,greece,kabul,afghanistan,capital-world,AP_NewsCenter,</s>,By_Maureen_O'Gara,etc,ie,.....,......,.......,sic,er,10000,0.001,euclidean_distance,0.04040404040404041
baghdad,iraq,bangkok,thailand,capital-world,......,.....,thats,i,sic,cant,........,dont,.......,im,10000,0.001,euclidean_distance,0.04040404040404041
baghdad,iraq,beijing,china,capital-world,......,.....,i,thats,sic,com,im,¬,h,ll,10000,0.001,euclidean_distance,0.04040404040404041
baghdad,iraq,beirut,lebanon,capital-world,.....,......,Iraq,thats,sic,.......,cant,i,........,wont,10000,0.001,euclidean_distance,0.04040404040404041
baghdad,iraq,berlin,germany,capital-world,im,......,.....,sic,i,¬,thats,ll,etc,org,10000,0.001,euclidean_distance,0.04040404040404041
baghdad,iraq,brussels,belgium,capital-world,.....,......,sic,thats,wont,.......,er,cant,dont,im,10000,0.001,euclidean_distance,0.04040404040404041
